가맹점명,주소,위도,경도
만수1호,인천 남동구 만수동 1045 103호,37.4410606,126.7373706
만수2호,인천 남동구 만수동 1118-2,37.4614100,126.7330767
만수3호,인천 남동구 간석3동 921-14,37.4611340,126.7207851
만촌1호,대구 수성구 만촌동 849-2,35.8575814,128.6480999
만촌2호,대구 수성구 만촌1동 1326-32,35.8718317,128.6366395
망미1호,부산 수영구 망미동 413-11,35.1753163,129.1077353
망우본동,서울 중랑구 망우동 251-2,37.6070849,127.1059496
망원2동,서울 마포구 망원동 482-9,37.5581909,126.9078032
매곡,광주 북구 매곡동 334-5,35.1889020,126.8904465
매교,경기 수원시 권선구 세류동 97-5,37.2658427,127.0119896
매탄1호,경기 수원시 영통구 매탄동 1170-4,37.2553963,127.0402585
매탄2호,경기 수원시 영통구 매탄2동 199-69,37.2691709,127.0480327
매탄3호,경기 수원시 영통구 매탄4동 208-21,37.2666247,127.0462209
메트로시티1호,부산 남구 용호동 176-30,35.1282159,129.1123623
면목1호,서울 중랑구 면목본동 72-43,37.5893719,127.0927582
면목2호,서울 중랑구 면목2동 191-126,37.5897150,127.0736576
명곡,대구 달성군 화원읍 명곡리 320-1,35.7987913,128.4925878
명륜(원주),강원 원주시 명륜동 539,37.3316505,127.9465367
명일1호,서울 강동구 명일동 328-2,37.5496678,127.1469530
명장1호,부산 동래구 명장동 26-24번지 국제아파트 상가 106호,35.2055856,129.0997535
명지대,서울 서대문구 남가좌동 344-7,37.5780370,126.9219940
명지법원네오,부산 강서구 명지동 3432-1 2동 102호,35.0935624,128.9102604
명지신도시,부산 강서구 명지동 3256-5,35.0858853,128.9097638
모라,부산 사상구 모라동 1349-4,35.1899613,128.9913342
모란역,경기 성남시 중원구 성남동 3249,37.4330963,127.1315811
모현,전북 익산시 모현동1가 857,35.9523188,126.9410589
목3동,서울 양천구 목동 722-8 호성빌딩,37.5390323,126.8639954
목감신도시2호,경기 시흥시 조남동 657-2,37.3777294,126.8524099
목감역,경기 시흥시 목감동 410-2,37.3830250,126.8625859
목동1호,서울 양천구 목동 797-3,37.5325840,126.8665499
목동2호,서울 양천구 목동 909-8 이화프라자 1층 101호,37.5368967,126.8836175
목동오거리,서울 양천구 목동 940 현대아이파크상가 102,37.5289975,126.8650303
목동파크자이,서울 양천구 신정동 171-68,37.5084840,126.8688724
목천,충남 천안시 동남구 목천읍 신계리 134-18,36.7729097,127.2095066
못골,부산 남구 대연동 1543-33,35.1382105,129.0868243
무거1호,울산 남구 무거동 1484-2,35.5496350,129.2648945
무동,경남 창원시 의창구 북면 무동리 145-7,35.3175804,128.5845396
무실,강원 원주시 무실동 1664-3,37.3330848,127.9233461
무안읍,전남 무안군 무안읍 성남리 813-45,34.9867880,126.4734010
무주,전북 무주군 무주읍 읍내리 962,36.0061395,127.6575752
무주구천,전북 무주군 설천면 삼공리 364-4,35.9061211,127.7807907
무지개마을,경기 성남시 분당구 구미동 212-2,37.3360860,127.1185714
묵동,서울 중랑구 묵동 175-2,37.6126015,127.0775889
묵호,강원 동해시 부곡동 74-5,37.5366426,129.1027456
문래,서울 영등포구 문래동3가 77-34,37.5193913,126.8895701
문막,강원 원주시 문막읍 건등리 1705-3,37.3134076,127.8200605
문산,경기 파주시 문산읍 방촌로 1729,37.8670845,126.7848485
문성,경북 구미시 고아읍 문성리 1850,36.1603178,128.3488296
문수,전남 여수시 문수동 124-1,34.7531722,127.7025216
문정법조,서울 송파구 문정동 620 송파푸르지오시티 B09호,37.4807743,127.1212572
문현1호,부산 남구 문현동 359-5,35.1364020,129.0714043
문현2호,부산 남구 문현1동 127-56,35.1431547,129.0713240
문화1호,대전 중구 문화동 466-16,36.3099055,127.4025906
문화중앙,경남 창원시 마산합포구 중앙동2가 5-42번지,35.1926227,128.5646543
문흥1호,광주 북구 문흥동 980-15,35.1887846,126.9259243
물금,경남 양산시 물금읍 범어리 2682-10,35.3301709,129.0115400
물금역,경남 물금읍 물금리 800-5,35.3102903,128.9885057
미금,경기 성남시 분당구 구미동 50-2,37.3471248,127.1108263
미사1호,경기 하남시 망월동 1004-1,37.5694438,127.1830564
미사역,경기도 하남시 망월동 1098-3,37.5626002,127.1899540
미수봉평,경남 통영시 미수동 22-1번지 운하상가 115호,34.8320799,128.4124209
미아1호,서울 강북구 미아동 561-2 현대성우아파트 상가 104호,37.6172169,127.0221100
미아사거리,서울 강북구 미아동 55-5,37.6122811,127.0321184
미아역,서울 강북구 미아동 131-8,37.6215401,127.0283984
미원,전북 군산시 대명동 384-10,35.9784333,126.7208929
미장수송,전북 군산시 수송동 841-5,35.9658242,126.7194550
민락(부산),부산 수영구 민락동 165-15,35.1582128,129.1208480
민락(의정부),경기 의정부시 민락동 834-3,37.7459831,127.0972726
민락2호,경기 의정부시 민락동 902-1,37.7517122,127.1180831
박달사거리,경기 안양시 만안구 박달동 85-15,37.4024210,126.9090557
반구1호,울산 중구 반구동 874-3,35.5604351,129.3487627
반구2호,울산 중구 반구동 99-17,35.5620460,129.3373782
반송(부산),부산 해운대구 반송2동 216-150,35.2296953,129.1548913
반송(창원),경남 창원시 성산구 반지동 74-3,35.2395489,128.6615930
반여1호,부산 해운대구 반여동 1628-5,35.2011167,129.1236771
반월,경기 안산시 상록구 건건동 650-1,37.3044684,126.9022228
반포1호,서울 서초구 반포동 1053 H동 26호,37.5009345,126.9866667
반포삼호가든,서울 서초구 반포동 53-7,37.5013160,127.0111098
발산,서울 강서구 내발산동 648-15,37.5574944,126.8437582
방배1호,서울 서초구 방배동 761-8,37.4954244,126.9856359
방배2호,서울 서초구 방배동 912-8,37.4814978,126.9965972
방어,울산 동구 방어동 1087-9,35.4833915,129.4180582
방이2호,서울 송파구 방이동 59-1,37.5148082,127.1096736
방이역,서울 송파구 오금동 41-23 성암빌딩 1층,37.5073562,127.1285888
방촌,대구 동구 방촌동 1118-121,35.8768259,128.6694672
방학,서울 도봉구 방학동 659-32,37.6670089,127.0388285
방화1호,서울 강서구 방화동 571-1,37.5736289,126.8136657
방화2호,서울 강서구 방화2동 580-27,37.5705607,126.8123225
배곧신도시1호,"경기 시흥시 정왕동 2475 에이플러스 115, 116호",37.3778820,126.7264547
배곧신도시2호,경기 시흥시 정왕동 2536,37.3671173,126.7282012
배미,충남 아산시 배미동 239-17,36.7871852,126.9694208
배방1호,충남 아산시 배방읍 공수리 1639,36.7755179,127.0578694
백마강촌,경기 고양시 일산동구 마두동 753-3,37.6578107,126.7877072
백석(양주),경기 양주시 백석읍 복지리 168-3,37.7898444,126.9923338
백석(천안),충남 천안시 서북구 백석동 910번지 주공아파트상가 103호,36.8199282,127.1187308
백송,경기 고양시 일산동구 백석동 1225 중앙프라자 103호,37.6493196,126.7863312
백운,광주 남구 서동 71-15,35.1431740,126.9056444
백운호수,경기 의왕시 학의동 1093-4,37.3729938,127.0093296
번동,서울 강북구 번동 169-1,37.6272822,127.0410486
벌용,경남 사천시 벌리동 255-9,34.9400820,128.0855953
범계,경기 안양시 비산동 1110-1,37.3928277,126.9530195
범물,대구 수성구 범물동 1374-4,35.8176585,128.6441371
범어1호,대구 수성구 범어동 203-18,35.8573386,128.6342759
범어2호,대구 수성구 범어동 478-12,35.8633498,128.6237982
범일1호,부산 동구 범일동 833-2,35.1399275,129.0599241
범천,부산 부산진구 범천동 1278-11,35.1467964,129.0551797
법동,대전 대덕구 중리동 385-26,36.3632794,127.4253674
변산격포,전북 부안군 변산면 격포리 260-159,35.6287775,126.4740398
별내2호,경기 남양주시 별내동 846-7,37.6653657,127.1173134
별내역,경기 남양주시 별내동 1006-1,37.6459133,127.1257691
병점1호,"경기 화성시 병점동 379-10 병점프라자 109호, 110호",37.2064890,127.0366521
병점2호,경기 화성시 진안동 914-1,37.2146327,127.0419547
보광,서울 용산구 보광동 217-13,37.5262135,126.9987134
보라,경기 용인시 기흥구 보라동 581-2,37.2536406,127.1103000
보람,세종시 보람동 628-4,36.4779569,127.2893536
보문,서울 성북구 보문동7가 99,37.5796637,127.0221674
보성,전남 보성군 보성읍 보성리 831-19,34.7701732,127.0801852
보은,충북 보은군 보은읍 삼산리 153-2,36.4864325,127.7176200
보정,경기 용인시 기흥구 보정동 1204-4,37.3214018,127.1119283
복대1호,충북 청주시 흥덕구 복대동 1652,36.6311890,127.4510607
복사골,경기 부천시 원미구 중동 716-4,37.4949595,126.7670991
복산,울산 중구 복산동 399-12,35.5630961,129.3293959
복수,대전 서구 복수동 622,36.2987009,127.3787683
복운,충남 당진시 송악면 복운리 1642-11,36.9409388,126.7833612
복천,부산 동래구 복천동 476-1,35.2058578,129.0856305
복현1호,대구 북구 복현동 426-5,35.8955148,128.6171314
복현2호,대구 북구 복현동 539 -110 복현서한타운 상가 103호,35.9023729,128.6172980
본오1호,경기 안산시 상록구 본오동 879-10,37.2977868,126.8628704
본오2호,경기 안산시 상록구 본오동 857-8,37.2931512,126.8692115
봉곡,경북 구미시 봉곡동 302-4,36.1494457,128.3118878
봉곡사림,경남 창원시 의창구 봉곡동 116-4,35.2495189,128.6665050
봉담1호,경기 화성시 상리 26-8,37.2192823,126.9482961
봉덕,대구 남구 봉덕동 687-32,35.8426687,128.5972836
봉동,전북 완주군 봉동읍 둔산리 905-7,35.9587074,127.1245762
봉래영선,"부산 영도구 영선동1가 69-2, 69-3",35.0913941,129.0448351
봉명1호,충북 청주시 흥덕구 봉명동 2844-3,36.6505467,127.4571826
봉명다가,충남 천안시 동남구 다가동 373-6,36.8009350,127.1365004
봉방문화교현,충북 충주시 교현동 634-17,36.9786160,127.9279932
봉선1호,광주 남구 주월1동 1253-4,35.1331427,126.9103795
봉선2호,광주 남구 봉선동 164-1,35.1261952,126.9157067
봉일천,경기 파주시 조리읍 봉일천리 142-3,37.7431030,126.8081110
봉천1호,서울 관악구 봉천동 861-7,37.4819131,126.9522155
봉천2호,서울 관악구 봉천동 1674-20,37.4792906,126.9587197
봉천3호,서울 관악구 봉천동 1632-9,37.4759585,126.9640968
봉천4호,서울 관악구 봉천동 931-12,37.4832944,126.9412277
봉천5호,서울 관악구 봉천3동 7-291,37.4884991,126.9582697
봉포,강원 고성군 토성면 봉포리 166-21,38.2506596,128.5663048
봉화,경북 봉화군 봉화읍 내성리 222-1,36.8894653,128.7404420
부개3동,인천 부평구 부개동 12-176,37.5037745,126.7359977
부곡(군포),경기 군포시 부곡동 1120-4,37.3249738,126.9451460
부곡(안산),경기 안산시 상록구 부곡동 670-2,37.3316741,126.8624710
부곡1호,부산 금정구 부곡동 23-15,35.2424380,129.0936404
부곡2호,부산 금정구 부곡1동 324-20,35.2240135,129.0914125
부송,전북 익산시 부송동 710-5,35.9596859,126.9881682
부안,전북 부안군 부안읍 봉덕리 826-1,35.7255110,126.7404086
부암1호,부산 부산진구 부암동 301-33,35.1668575,129.0490336
부여,충남 부여군 부여읍 관북리 133-5,36.2829464,126.9128873
부원봉황,경남 김해시 부원동 607-3,35.2277899,128.8829347
부천역,경기 부천시 심곡동 161-5,37.4884736,126.7841177
부평1호,인천 부평구 부평동 451-30,37.5017805,126.7213173
부평2호,인천 부평구 부평동 889-8,37.5048044,126.7249724
부평역,인천 부평구 부평동 192-14,37.4938626,126.7256881
북가좌1호,서울 서대문구 북가좌동 385-8,37.5754621,126.9069022
북면,경북 울진군 북면 부구리 159-27,37.1033850,129.3738603
북변,경기 김포시 감정동 529-3,37.6233585,126.6993333
북신무전,경남 통영시 무전동 1033-2,34.8586487,128.4269467
북아현1호,서울 서대문구 북아현동 1006,37.5609449,126.9563723
분당효자,경기 성남시 분당구 서현동 333-1,37.3768744,127.1393893
분평,충북 청주시 서원구 분평동 1234,36.6100362,127.4844347
불광1동,서울 은평구 불광동 554-1 라비앙프라자1층 101호,37.6123948,126.9321148
불당,충남 천안시 서북구 불당동 1630,36.8114063,127.1067353
불로원당,인천 서구 당하동 1033-3 조이빌 103,37.5930484,126.6995399
비래,대전 동구 가양동 88-1 조일아파트상가 A동,36.3490481,127.4520823
비산1호,경기 안양시 동안구 비산동 566-7,37.3969973,126.9365777
비전1호,경기 평택시 비전동 829-1,36.9957089,127.1112154
비전2호,경기 평택시 비전동 790-3,36.9997010,127.0941049
비파,전남 목포시 상동 851,34.8085907,126.4225126
빛가람1호,전남 나주시 빛가람동 190-3,35.0220671,126.7870877
사가정역,서울 중랑구 면목동 496-14,37.5815248,127.0882337
사남,경남 사천시 사남면 월성리 64-3,35.0626085,128.0754394
사당1호,서울 동작구 사당3동 155-2 1F,37.4841839,126.9774283
사당3호,서울 동작구 사당동 220-119,37.4858444,126.9694538
사동1호,경기 안산시 상록구 사동 1172,37.3015614,126.8417591
사동2호,경기 안산시 상록구 사동 1376-7,37.2867119,126.8466103
사북고한,강원 정선군 사북읍 사북리 344-56,37.2273544,128.8209264
사우,경기 김포시 사우동 998,37.6203845,126.7162151
사직1호(부산),부산 동래구 사직동 137-26,35.1998642,129.0703844
사직2호,부산 동래구 사직동 89-16,35.1956216,129.0592648
사창,강원 화천군 사내면 사창리 457-12,38.0707990,127.5209779
사천,경남 사천시 사천읍 수석리 293-23,35.0793516,128.0861783
사파,경남 창원시 성산구 사파동 113-16,35.2220448,128.6955948
산격,대구 북구 산격동 1400-20,35.8921125,128.6080713
산곡1호,인천 부평구 산곡동 369-270,37.4919503,126.7044931
산곡2호,인천 부평구 청천동 259-15,37.5063777,126.7148728
산곡3호,인천 부평구 산곡2동 251-1,37.5002500,126.7030497
산내마을,경기 파주시 목동동 937,37.7290920,126.7341714
산동,경북 구미시 산동면 신당리 1437,36.1545180,128.4317474
산본1호,경기 군포시 산본동 1106-3 101호,37.3675841,126.9263197
산본3호,경기 군포시 산본동 1060 산본타운 2층,37.3721878,126.9352672
산본역,경기 군포시 산본동 1132-2,37.3604825,126.9318626
산청,경남 산청군 산청읍 옥산리 249,35.4119022,127.8728868
삼계1호,경남 김해시 삼계동 1479-4,35.2618132,128.8713019
삼계2호,경남 김해시 삼계동 1415-5,35.2687981,128.8635406
삼례우석대,전북 완주군 삼례읍 후정리 13-8,35.9144609,127.0688369
삼문상남,경남 밀양시 삼문동 717-11,35.4829529,128.7496736
삼방,경남 김해시 삼방동 171-12,35.2465793,128.9064962
삼산(부평),인천 부평구 삼산동 433-1,37.5160296,126.7339324
삼산(울산),울산 남구 달동 1266-9,35.5359947,129.3319076
삼산2호,울산 남구 삼산동 203-15,35.5423515,129.3483310
삼성,경남 양산시 북정동 885-12,35.3590211,129.0431521
삼성1호,서울 강남구 삼성동 44-18,37.5120506,127.0490419
삼송,경기도 고양시 덕양구 신원동 626-1 1층 상가 5~6호,37.6624768,126.8897982
삼양화북,제주 제주시 화북1동 1023-2,33.5145109,126.5760442
삼정,경남 김해시 삼정동 590-1,35.2313376,128.8947958
삼척,강원 삼척시 남양동 17-2,37.4444414,129.1637015
삼천1호,전북 전주시 완산구 삼천동1가 621,35.7978282,127.1232738
삼학,전남 목포시 산정동 1284,34.7939100,126.3992443
삼호,전남 영암군 삼호읍 용앙리 481,34.7504123,126.4606853
상계4단지,서울 노원구 상계동 749-5,37.6500683,127.0622109
상계보람,서울 노원구 상계동 456-70,37.6631650,127.0662001
상계역,서울 노원구 중계동 137-39,37.6620523,127.0754903
상남,경남 창원시 성산구 상남동 34-9,35.2204416,128.6814476
상대,경남 진주시 상대동 238-3,35.1840594,128.1146898
상대원1호,경기 성남시 중원구 상대원동 5027,37.4346009,127.1583221
상도,서울 동작구 상도동 535 상도2차 두산위브트레지움아파트 상가,37.5038796,126.9427844
상도터널,서울 동작구 상도동 159-26,37.5004840,126.9495844
상동,전북 정읍시 시기동 170-4,35.5644357,126.8603414
상동석현,전남 목포시 석현동 1173-2,34.8145801,126.4223187
상동역,경기 부천시 원미구 상동 523-3 대동프라자 1층 107호,37.5128050,126.7516666
상모,경북 구미시 상모동 42-7,36.0907125,128.3555219
상무1호,광주 서구 치평동 1258,35.1501451,126.8504806
상문,경남 거제시 상동동 913-2,34.8635291,128.6316314
상봉1호,서울 중랑구 상봉동 91-1,37.5967851,127.0886597
상봉중앙,경남 진주시 중안동 2-11,35.1949086,128.0808968
상북,경남 양산시 상북면 석계리 242-1,35.4141699,129.0588007
상암,서울 마포구 상암동 34-45,37.5767375,126.8945806
상인,대구 달서구 상인동 1555-1,35.8125080,128.5456611
상일,서울 강동구 고덕동 200-3,37.5584097,127.1707492
상일2호,서울 강동구 구천면로 640,37.5502858,127.1690858
상주,경북 상주시 무양동 213-3,36.4220812,128.1587116
상평,경남 진주시 상평동 198-43,35.1767370,128.1125604
상현1호,경기 용인시 수지구 상현동 3-4,37.3141235,127.0884693
상현역,경기 용인시 수지구 상현동 1160,37.2964122,127.0800236
생연,경기 동두천시 생연동 689-28,37.9011721,127.0532308
서곡효자,전북 전주시 완산구 효자동3가 1609-16,35.8273219,127.1055917
서귀포남원,제주 서귀포시 남원읍 남원리 50,33.2803796,126.7226913
서귀포명동,제주 서귀포시 서귀동 408-3,33.2475934,126.5649620
서귀포혁신도시,제주 서귀포시 강정동 166-10,33.2535420,126.5068454
서동1호,부산 금정구 서동 210-6,35.2142301,129.1063667
서면,부산 부산진구 부전동 266-24,35.1592942,129.0599430
서산테크노,충남 서산시 오사리 1666,36.8283908,126.4471317
서신,전북 전주시 완산구 서신동 938-5,35.8356882,127.1103023
서울시립대,서울 동대문구 전농동 295-5,37.5769489,127.0575591
서울시청,서울 중구 태평로2가 55,37.5637532,126.9773538
서재세천,대구 달성군 다사읍 서재리 423-15,35.8714647,128.4971733
서창,인천 남동구 서창동 706,37.4228870,126.7498219
서창1호,경남 양산시 삼호동 707-2,35.4140461,129.1711135
서천,충남 서천군 군사리 718-11,36.0792229,126.6862992
서초1호,서울 서초구 서초동 1357-56,37.4875079,127.0309392
서초2호,서울 서초구 서초동 1669-15,37.4934952,127.0171309
서초3호,서울 서초구 서초동 1579-5,37.4882622,127.0134970
서충주기업도시,"충북 충주시 중앙탑면 용전리 664 (107호, 108호)",37.0161428,127.8251577
서판교,경기 성남시 분당구 판교동 612-3,37.3908026,127.0908691
서현,"경기 성남시 분당구 서현동 89-7, 삼성한신근린상가",37.3815128,127.1281613
석계역,서울 노원구 월계1동 73-13,37.6175378,127.0638829
석관장위,서울 성북구 장위동 50-46,37.6119402,127.0584217
석남가정,인천 서구 가정동 505-4,37.5177200,126.6734910
석동덕산,경남 창원시 진해구 석동 139-6,35.1521775,128.7049276
석림,충남 서산시 예천동 1287-5,36.7705522,126.4513811
석사,강원 춘천시 석사동 748-18(33통405),37.8648874,127.7509183
석산,경남 양산시 동면 금산리 1422-14,35.3127685,129.0250880
석수1호,경기 안양시 만안구 석수1동 177-6,37.4165304,126.9137181
석적,경북 칠곡군 석적읍 중리 203-5,36.0773331,128.4140744
석전회성,경남 창원시 마산회원구 석전동 264-56,35.2280045,128.5726147
석촌,서울 송파구 석촌동 163-1,37.5067428,127.1035682
선부1호,경기 안산시 단원구 선부동 1070-2,37.3360104,126.8090446
선부2호,경기 안산시 단원구 선부동 1142-7,37.3429326,126.8149260
선산,경북 구미시 선산읍 동부리 416,36.2428294,128.3019175
선운지구,광주 광산구 선암동 777,35.1489507,126.7703632
선유도역,서울 영등포구 양평동4가 147-3,37.5372424,126.8956377
선학연수3호,인천 연수구 선학동 406-2,37.4270308,126.6983979
성거,충남 천안시 서북구 성거읍 저리 65-1,36.8750302,127.2018779
성건중앙,경북 경주시 성건동 625-13,35.8550510,129.2073924
성남위례,경기 성남시 수정구 창곡동 547-8,37.4657842,127.1396512
성내,서울 강동구 성내2동 509-7 1층,37.5313547,127.1279569
성내용산,충북 충주시 용산동 1650-2,36.9616147,127.9421417
성덕,강원 강릉시 입암동 498-13,37.7552382,128.9110051
성복,경기 용인시 수지구 성복동 162-3,37.3154878,127.0753266
성산2동,서울 마포구 성산동 592,37.5634262,126.9033573
성산일출봉,제주 서귀포시 성산읍 성산리 362-1,33.4687859,126.9291684
성서,대구 달서구 신당동 1761-5,35.8580492,128.4996317
성성,충남 천안시 서북구 성성동 656,36.8409269,127.1291901
성수1호,서울 성동구 성수동2가 235-1,37.5370219,127.0607551
성수역,서울 성동구 성수동2가 289-251,37.5461246,127.0546417
성안,울산 중구 성안동 804-10,35.5758308,129.3082615
성정,충남 천안시 서북구 성정동 149-4,36.8150311,127.1421378
성주,경북 성주군 성주읍 성산리 2102-4,35.9184690,128.2891482
성주안민,경남 창원시 성산구 성주동 125,35.1983031,128.7113969
성환1호,충남 천안시 서북구 성환읍 매주리 325-5 외 1,36.9113209,127.1297707
세곡,서울 강남구 자곡동 611,37.4741326,127.0940872
세교,경기 평택시 세교동 181-8,37.0011631,127.0783273
세마수청,경기 오산시 수청동 618-1,37.1702978,127.0642072
세종소담,세종 소담동 576,36.4849625,127.3006869
세종아름,세종  아름동 1363,36.5105168,127.2512194
세화,제주 제주시 구좌읍 평대리 3349-8,33.5266205,126.8545167
소래포구,인천 남동구 논현동 671-3,37.4014784,126.7345075
소룡산북,전북 군산시 소룡동 1545-5번지,35.9694114,126.6828082
소사벌,"경기 평택시 비전동 1015 엘도라도 시티 104호, 105호",37.0041253,127.1032524
소사범박,경기 부천시 소사본동 139-9,37.4780963,126.7959118
소촌우산,광주 광산구 소촌동 244-6,35.1574941,126.7953369
소하1호,경기 광명시 소하동 1240-1,37.4362467,126.8818391
소하2호,경기 광명시 소하동 1342-1,37.4476545,126.8828334
솔내,전북 전주시 덕진구 송천동1가 405-1,35.8571287,127.1186661
송강,대전 유성구 봉산동 198-13,36.4365745,127.3866452
송내(동두천),경기 동두천시 지행동 694 예일 복합타워 114호,37.8931115,127.0532400
송내로데오,경기 부천시 원미구 상동 400-2,37.4913247,126.7521588
송도,경북 포항시 남구 해도동 25-28,36.0286482,129.3704588
송도1호,인천 연수구 송도동 21-59  302동 102호,37.3965073,126.6498177
송도8공구,인천 연수구 송도동 316,37.4104943,126.6265570
송도감천,"부산 서구 암남동 64-2 상가동 108호,109호(암남동)",35.0812731,129.0172042
송도드림시티,인천 연수구 송도동 3-2,37.3949558,126.6501533
송도캠퍼스타운,인천 연수구 송도동 155(송도아메리칸타운파크),37.3850536,126.6622171
송산그린시티,경기 화성시 새솔동,37.2812953,126.818772
송우,경기 포천시 소흘읍 송우리 729-3 파크프라자 1층,37.8297811,127.1406466
