storename,address
상동역점,경기 부천시 상동로 69 (상동) 
부천고강점,경기 부천시 역곡로 487 (고강동) 
부천도당점,경기 부천시 삼작로 278 (도당동) 
부천중동팰리스점,"경기 부천시 중동로 107 (중동, 팰리스카운티) "
부천중동포도점,경기 부천시 소향로 119 (중동) 
부천범박점,경기 부천시 은성로 115 (괴안동) 
부천중동미리내점,경기 부천시 조마루로285번길 60 (중동) 
송내로데오점,경기 부천시 송내대로73번길 46 (상동) 
부천중동남부역점,경기 부천시 경인로 72 (송내동) 
부천약대점,경기 부천시 중동로 383 (약대동) 
성남중앙점,경기 성남시 수정구 수정로 106 (수진동) 
성남산성점,경기 성남시 수정구 수정로 354 (산성동) 
판교산운마을점,경기 성남시 분당구 운중로 128 (운중동) 
분당정자1점,경기 성남시 분당구 성남대로 389 (정자동) 
성남신구대점,경기 성남시 중원구 광명로 319 (금광동) 
분당서현점,경기 성남시 분당구 중앙공원로39번길 7 (서현동) 
분당미금점,경기 성남시 분당구 성남대로 165 (금곡동) 
성남도촌점,경기 성남시 중원구 도촌남로 33 (도촌동) 
이매점,경기 성남시 분당구 양현로94번길 7 (이매동) 1층 110호
분당푸른점,경기 성남시 분당구 돌마로366번길 42 (수내동) 
판교백현마을점,경기 성남시 분당구 동판교로 58 (백현동) 나이스프라자 107호
분당정자점,경기 성남시 분당구 내정로 52 (정자동) 
성남상대원점,경기 성남시 중원구 희망로 339-1 (상대원동) 
분당아름점,경기 성남시 분당구 판교로 437 (야탑동) 
성남중원점,경기 성남시 중원구 제일로35번길 1 (성남동) 
분당수내점,"경기 성남시 분당구 내정로173번길 11 (수내동, 양지마을) "
성남복정점,경기 성남시 수정구 복정로 43 (복정동) 
성남은행점,경기 성남시 수정구 산성대로 521 (양지동) 
성남태평점,경기 성남시 수정구 시민로 227 (태평동) 
북수원점,경기 수원시 장안구 송원로 81 (조원동) 
수원정자점,경기 수원시 장안구 대평로 86 (정자동) 
수원연무점,경기 수원시 장안구 창훈로 3-2 (연무동) 
성대점,경기 수원시 장안구 서부로2123번길 32 (율전동) 
수원망포점,경기 수원시 영통구 영통로153번길 6 (망포동) 
매탄점,경기 수원시 영통구 인계로 220 (매탄동) 
광교힐스테이트점,"경기 수원시 영통구 도청로 65 (이의동, 자연앤 힐스테이트) 상가 125호"
수원오목천점,경기 수원시 권선구 삼천병마로1598번길 32 (오목천동) 104호
수원영통점,경기 수원시 영통구 덕영대로1555번길 16 (영통동) 
수원역점,경기 수원시 팔달구 덕영대로943번길 20 (매산로1가) 
수원권선시장점,"경기 수원시 권선구 권광로 55 (권선동, 권선자이 이편한세상) 상가A동 111호"
수원화서점,경기 수원시 팔달구 덕영대로 695 (화서동) 
수원탑동점,경기 수원시 권선구 탑동로57번길 2 (탑동) 
수원곡반정점,경기 수원시 권선구 곡선로50번길 45-4 (곡반정동) 
수원권선점,경기 수원시 권선구 동수원로 218-39 (권선동) 
영통중심상가점,경기 수원시 영통구 청명남로 39 (영통동) 
세류점,경기 수원시 권선구 세지로 93 (세류동) 
수원호매실점,경기 수원시 권선구 금호로 28 (호매실동) 
수원천천점,경기 수원시 장안구 덕영대로535번길 34 (천천동) 
수원동신점,경기 수원시 장안구 만석로159번길 39 (정자동) 
아주대점,경기 수원시 영통구 아주로 34 (원천동) 
수원영화점,경기 수원시 장안구 수성로262번길 3 (영화동) 
수원고등점,경기 수원시 팔달구 팔달로107번길 4 (화서동) 
수원율현점,경기 수원시 팔달구 일월로22번길 22-5 (화서동) 
수원우만점,"경기 수원시 팔달구 권광로 373 (우만동, 월드메르디앙 아파트) "
수원남부경찰서점,경기 수원시 영통구 매봉로35번길 1 (매탄동) 
수원금곡점,경기 수원시 권선구 금곡로102번길 38 (금곡동) 104호
광교웰빙타운점,경기 수원시 영통구 대학로 103 (이의동) 
수원황골점,"경기 수원시 영통구 봉영로1744번길 11 (영통동, 벽산.풍림아파트) "
수원남문점,경기 수원시 팔달구 팔달문로 1 (팔달로2가) 
시흥정왕점,경기 시흥시 함송로 23 (정왕동) 
시흥옥구점,"경기 시흥시 옥구상가2길 4 (정왕동, 로얄타운) "
정왕본동점,경기 시흥시 정왕천로411번길 36 (정왕동) 
시흥대야점,경기 시흥시 비둘기공원7길 39 (대야동) 
월곶점,경기 시흥시 월곶중앙로 58 (월곶동) 
시흥장곡점,경기 시흥시 진말로9번길 2 (장곡동) 
시흥신천신일초점,경기 시흥시 시흥대로 1079 (신천동) 
시흥능곡점,경기 시흥시 승지로 54 (능곡동) 
시흥거모점,경기 시흥시 군자로 523 (거모동) 103호
정왕아주점,"경기 시흥시 정왕신길로139번길 4 (정왕동, 아주아파트) "
안산원곡점,경기 안산시 단원구 원초로 33 (원곡동) 
안산월피점,"경기 안산시 상록구 부루지길 6 (월피동, 라성빌라) "
안산본오점,경기 안산시 상록구 석호로 268 (본오동) 
안산한대앞역점,경기 안산시 상록구 광덕1로 386 (이동) 
고잔법원점,경기 안산시 단원구 광덕1로 159 (고잔동) 
안산부곡점,경기 안산시 상록구 부곡로 55 (부곡동) 
안산건건점,경기 안산시 상록구 건건로 65 (건건동) 
안산일동점,경기 안산시 상록구 안산대학로 98 (일동) 
안산선부점,"경기 안산시 단원구 선부로 166 (선부동, 공작한양아파트) "
안산한양대점,경기 안산시 상록구 한양대학로 38 (사동) 
안산사2동점,경기 안산시 상록구 감골2로 40 (사동) 
안성금산교차로점,경기 안성시 안성맞춤대로 1088 (연지동) 
안성공도점,경기 안성시 공도읍 공도로 91 
안성죽산점,경기 안성시 죽산면 남부길 75 
안양평촌점,경기 안양시 동안구 평촌대로 142 (평촌동) 
안양일번가점,경기 안양시 만안구 만안로223번길 13 (안양동) 
안양관양점,경기 안양시 동안구 관평로 324 (관양동) 
안양박달점,경기 안양시 만안구 박달로 471 (박달동) 
안양인덕원점,경기 안양시 동안구 흥안대로456번길 11 (평촌동) 
안양호계점,"경기 안양시 동안구 경수대로 472 (호계동, 영풍주상복합아파트) "
안양중앙시장점,경기 안양시 만안구 장내로 86 (안양동) 
안양평촌도서관점,경기 안양시 동안구 관평로 227 (관양동) 
안양비산점,경기 안양시 동안구 비산로 57 (비산동) 안양임곡휴먼시아 가상가동 106호
안양성결대점,경기 안양시 만안구 성결대학로 28 (안양동) 신라빌딩 1층 104호
호계도서관점,경기 안양시 동안구 귀인로 107 (호계동) 
석수전화국점,경기 안양시 만안구 안양로 465 (석수동) 
안양갈산점,경기 안양시 동안구 갈산로 35 (호계동) 
양주옥정점,경기 양주시 옥정로 222 (옥정동) 
양주덕정점,경기 양주시 고암길 306-77 (덕정동) 
양주삼숭점,경기 양주시 삼숭로38번길 106 (삼숭동) 
양주백석점,경기 양주시 백석읍 양주산성로 550 
양주고읍점,경기 양주시 고읍남로 24 (광사동) 
양평군청점,경기 양평군 양평읍 양평시장길27번길 11 
양평서종점,경기 양평군 서종면 북한강로801번길 3 105호
양평용문점,경기 양평군 용문면 용문로 344 
여주점,경기 여주시 세종로 75 (홍문동) 
여주가남점,경기 여주시 가남읍 태평로 23-2 
연천전곡점,경기 연천군 전곡읍 전곡로 145-1 
오산금암마을점,경기 오산시 수청로 209 (금암동) 휴먼시아아파트 4단지 101호
오산대원점,경기 오산시 경기대로 153 (원동) 
오산궐동점,경기 오산시 궐리사로 77 (궐동) 
오산갈곶점,경기 오산시 오산로 79 (갈곶동) 
오산내삼미점,"경기 오산시 내삼미로 109 (내삼미동, 삼미마을) 16단지아파트"
오산운암운천초점,경기 오산시 운암로 121 (오산동) 
누읍점,경기 오산시 발안로 1364 (누읍동) 
오산운암뜰점,경기 오산시 대원로 65 (원동) 
풍덕천점,경기 용인시 수지구 풍덕천로 107 (풍덕천동) B01호
용인상현점,경기 용인시 수지구 만현로 102 (상현동) 
용인죽전점,경기 용인시 수지구 정든로6번길 1 (죽전동) 
구갈점,경기 용인시 기흥구 관곡로64번길 18 (구갈동) 
용인한보라점,경기 용인시 기흥구 한보라1로64번길 2 (보라동) 
동백역점,경기 용인시 기흥구 동백3로11번길 8 (중동) 
용인동백점,경기 용인시 기흥구 동백중앙로 358-5 (동백동) 
용인보라점,"경기 용인시 기흥구 사은로126번길 10 (보라동, 민속마을 쌍용아파트) "
광교상현역점,경기 용인시 수지구 광교중앙로 314 (상현동) 
김량장점,경기 용인시 처인구 중부대로 1360 (김량장동) 
용인청덕점,"경기 용인시 기흥구 구성3로 37 (청덕동, 휴먼시아물푸레마을2단지아파트) "
용인오리역벽산점,경기 용인시 수지구 용구대로2801번길 7 (죽전동) 동림상가108호
용인역북점,경기 용인시 처인구 명지로60번길 8-4 (역북동) 
용인양지점,경기 용인시 처인구 양지면 양지로 162 
용인마북점,경기 용인시 기흥구 마북로 135 (마북동) 
언남점,경기 용인시 기흥구 구성로 103 (언남동) 
용인흥덕점,경기 용인시 기흥구 흥덕2로 115 (영덕동) 
마평점,경기 용인시 처인구 고림로 20 (마평동) 
용인어정역점,경기 용인시 기흥구 어정로 139 (중동) 
용인영덕점,경기 용인시 기흥구 덕영대로2077번길 16 (영덕동) 
용인서천점,경기 용인시 기흥구 서천로127번길 3-3 (서천동) 
수지신봉점,경기 용인시 수지구 신봉2로 2 (신봉동) 
새터마을점,경기 용인시 수지구 현암로 121 (죽전동) 
용인천리점,경기 용인시 처인구 이동읍 백옥대로 603 
용인새천년점,경기 용인시 기흥구 새천년로26번길 4 (신갈동) 
용인상하점,경기 용인시 기흥구 중부대로788번길 2 (상하동) 
용인시청점,경기 용인시 처인구 중부대로 1154 (삼가동) 
용인둔전점,경기 용인시 처인구 포곡읍 포곡로 114 
용인모현점,경기 용인시 처인구 모현읍 백옥대로 2391 
용인금화점,경기 용인시 기흥구 금화로 107 (상갈동) 
용인전대리점,경기 용인시 처인구 포곡읍 전대로 66 
강남대점,경기 용인시 기흥구 강남로 8 (구갈동) 
용인백암점,경기 용인시 처인구 백암면 백암로 199 
의왕백운호수점,"경기 의왕시 백운중앙로 88 (학의동, 의왕백운해링턴플레이스 5단지) 상가 105호"
의왕포일점,경기 의왕시 포일세거리로 3 (포일동) 1층 106호
의왕오전점,경기 의왕시 원골로 8 (오전동) 
의왕고천점,"경기 의왕시 전주남이길 8 (오전동, 목화케이티이자리에) "
의왕부곡점,경기 의왕시 부곡중앙로 21 (삼동) 
의왕청계점,경기 의왕시 청계1로 29 (청계동) 
의왕내손점,경기 의왕시 내손중앙로 37-3 (내손동) 
의왕갈뫼점,경기 의왕시 갈미2로 40 (내손동) 
의정부호원점,경기 의정부시 호동로 67 (호원동) 
의정부망월사점,"경기 의정부시 평화로244번길 25 (호원동, 유원아파트) "
의정부녹양점,경기 의정부시 녹양로 64 (녹양동) 
의정부가능점,경기 의정부시 가능로 50 (가능동) 
의정부금오점,경기 의정부시 부용로 105 (금오동) 
의정부민락점,경기 의정부시 용현로 144 (민락동) 
의정부용현점,경기 의정부시 오목로18번길 10 (용현동) 
의정부장암점,경기 의정부시 동일로 458 (신곡동) 미림빌딩 103호
의정부신곡점,"경기 의정부시 추동로 45 (신곡동, 극동・동성아파트) "
의정부북부점,경기 의정부시 평화로 629 (의정부동) 103호
이천안흥점,경기 이천시 영창로 306 (갈산동) 
장호원점,경기 이천시 장호원읍 샘재로 147 
이천 마장점,경기 이천시 마장면 오천로 22-1 
이천송정점,경기 이천시 증신로291번길 92 (송정동) 
이천부발점,경기 이천시 부발읍 무촌로 130 
이천신하리점,경기 이천시 부발읍 경충대로 2243 
파주교하점,경기 파주시 청석로 272 (동패동) 
한울마을점,경기 파주시 동패로 98 (동패동) 
운정가람마을점,경기 파주시 미래로 620 (와동동) 
파주금촌점,경기 파주시 새꽃로 62 (금촌동) 
문산역점,경기 파주시 문산읍 문향로 25 
금촌역교차로점,경기 파주시 새꽃로 194 (금촌동) 
파주해솔마을점,경기 파주시 가온로 122 (목동동) 
봉일천점,경기 파주시 조리읍 봉천로 29 
문산당동점,경기 파주시 문산읍 방촌로 1719 
파주법원리점,경기 파주시 법원읍 술이홀로 874 
송탄지산점,경기 평택시 지산2로96번길 4 (지산동) 
평택소사벌점,경기 평택시 만세로 1845 (비전동) 106호
평택이충점,경기 평택시 이충로35번길 22 (이충동) 
평택서정점,경기 평택시 서정역로26번길 3 (서정동) 
평택용죽점,경기 평택시 용죽2로 38 (용이동) 1층103호
평택팽성점,경기 평택시 팽성읍 부용로 27 
평택비전점,"경기 평택시 평택3로 56 (비전동, 부원맨션) "
평택합정점,경기 평택시 평남로 635 (합정동) 
평택용이점,경기 평택시 현신2길 4 (용이동) 
평택원평점,경기 평택시 원평로39번길 23-3 (평택동) 
평택안중점,경기 평택시 안중읍 안현로서6길 52 아이맥스빌딩 103호
평택센트럴자이점,"경기 평택시 상서재로 80 (동삭동, 평택센트럴자이 5단지) 516동 120호"
고덕국제점,경기 평택시 고덕면 고덕국제3길 150 
평택세교점,"경기 평택시 세교3로 5 (세교동, 우성꿈그린아파트) "
포천점,경기 포천시 구절초로 19 (신읍동) 
송우리점,경기 포천시 소흘읍 솔모루로 88 
하남스타필드점,경기 하남시 하남유니온로 70-1 (신장동) 유나온시티에일린의뜰 상가 1층 104호
덕풍점,경기 하남시 신장로 169-1 (덕풍동) 
병점점,경기 화성시 효행로 1063 (진안동) 
봉담점,경기 화성시 봉담읍 동화길 91 
동탄반송점,경기 화성시 동탄솔빛로 65 (반송동) 
병점송화초점,경기 화성시 병점1로 66-2 (병점동) 
동탄시범단지점,"경기 화성시 동탄대로시범길 235 (청계동, 동탄역 시범 금강펜테리움 센트럴파크 III) "
향남1점,경기 화성시 향남읍 행정서로3길 4-56 1층 102호
화성반월초점,"경기 화성시 효행로 1337-23 (반월동, e편한세상 반월 나노시티역) "
동탄호수공원점,경기 화성시 동탄대로6길 9 (산척동) 117호
화성송산점,경기 화성시 화산중앙로 27 (송산동) 
동탄푸른점,경기 화성시 10용사로 349-3 (능동) 
수원대점,경기 화성시 봉담읍 와우안길 42 
화성남양점,경기 화성시 남양읍 남양시장로66번길 10-7 
동탄카림점,경기 화성시 동탄대로시범길 148-54 (청계동) 1층 A112호
동탄영천점,경기 화성시 동탄순환대로 708 (영천동) 1동 1층 105호
화성새솔점,경기 화성시 수노을중앙로 150 (새솔동) 
동탄북광장점,"경기 화성시 동탄반석로 207 (반송동, 동탄시범한빛마을 삼부르네상스) "
화성기안점,경기 화성시 봉담읍 효행로291번길 6-2 
화성조암점,경기 화성시 우정읍 조암남로 41 
화성발안점,경기 화성시 향남읍 3.1만세로 1110 
강화점,인천 강화군 강화읍 강화대로 432 
인천계산역점,인천 계양구 경명대로 1096 (계산동) 계산메디칼센타 1층 102호
인천장기점,인천 계양구 황어로 115 (장기동) 
인천임학역점,인천 계양구 장제로 881 (임학동) 
인천모래내시장점,인천 남동구 구월남로 283 (구월동) 
인천논현점,인천 남동구 논고개로136번길 5-7 (논현동) 
인천만수3지구점,인천 남동구 담방로 39 (만수동) 
간석2동점,인천 남동구 석산로184번길 1 (간석동) 
인천논현소래점,인천 남동구 포구로 75 (논현동) 
인천송현점,인천 동구 송현로 33 (송현동) 
인천학익점,인천 미추홀구 매소홀로 470 (학익동) 
용현5동점,인천 미추홀구 낙섬중로 13 (용현동) 
인천도화점,인천 미추홀구 석정로 303 (도화동) 
인천신기점,"인천 미추홀구 인하로 272 (주안동, 남부종합상가) "
인천삼산점,인천 부평구 충선로 309 (삼산동) 
부개점,인천 부평구 충선로 107 (부개동) 
부평역점,인천 부평구 광장로 34 (부평동) 
산곡경남점,"인천 부평구 안남로222번길 30 (산곡동, 경남아파트) "
인천가좌점,인천 서구 원적로 75 (가좌동) 
인천청라점,"인천 서구 청라라임로 85 (청라동, 청라린스트라우스) "
인천원당점,인천 서구 원당대로 843 (원당동) 
인천검암점,인천 서구 승학로 494 (검암동) 
마전점,인천 서구 완정로 31 (마전동) 
인천신현점,인천 서구 원창로 194 (신현동) 107호
인천송도점,"인천 연수구 신송로82번길 6 (송도동, 송도풍림아이원4단지아파트) "
인천동춘점,인천 연수구 앵고개로 266 (동춘동) 한양상가 B동 104호
연수점,인천 연수구 용담로 148 (연수동) 
인천옥련점,"인천 연수구 독배로40번길 48 (옥련동, 우성1차아파트) "
영종하늘도시점,인천 중구 하늘달빛로 84 (중산동) 
강릉교동점,강원 강릉시 교동광장로 145 (교동) 
강릉주문진점,강원 강릉시 주문진읍 주문로 7 
강릉입암점,강원 강릉시 입암로 157 (입암동) 
포남점,강원 강릉시 하평2길 6 (포남동) 
간성점,강원 고성군 간성읍 간성로 23 
속초조양점,"강원 속초시 청대로 210 (조양동, 조양동 효성해링턴 플레이스) 109-2호"
속초교동점,강원 속초시 미시령로 3383 (교동) 
양구점,강원 양구군 양구읍 사명길 118-17 
양양점,강원 양양군 양양읍 양양로 96 
영월점,강원 영월군 영월읍 중앙로 22 
원주단구점,강원 원주시 단구로 404 (단구동) 단관 청솔3차아파트 상가동1
원주우산점,강원 원주시 우산로 68 (우산동) 
원주무실점,강원 원주시 시청로 84 (무실동) 
단계점,"강원 원주시 백간길 81 (단계동, 장미아파트) "
원주봉산점,"강원 원주시 행구로 68 (봉산동, 삼익아파트 유치원) "
원주흥업점,강원 원주시 흥업면 남원로 70 
원주명륜점,강원 원주시 예술관길 7 (명륜동) 
원주중앙점,"강원 원주시 천사로 189 (일산동, 두진하트리움시티) 1층 105호"
원주기업도시점,강원 원주시 지정면 신지정로 322 117호
원주일산점,강원 원주시 무실로 148 (일산동) 
문막동화점,강원 원주시 문막읍 왕건로 75 
원주혁신도시점,강원 원주시 입춘로 110 (반곡동) 114호
인제점,강원 인제군 인제읍 인제로 207-1 
강원원통점,강원 인제군 북면 원통로 181 
와수리점,강원 철원군 서면 와수로181번길 25-16 
춘천후평점,강원 춘천시 후석로 299 (후평동) 
춘천석사애막골점,강원 춘천시 후석로186번길 16 (석사동) 
춘천퇴계금호타운점,강원 춘천시 안마산로 213 (퇴계동) 
춘천한림대점,강원 춘천시 삭주로 71 (교동) 
춘천장학점,강원 춘천시 동면 춘천로449번길 30-1 
남춘천점,"강원 춘천시 춘주로 150 (퇴계동, 현진아파트) "
평창진부점,강원 평창군 진부면 진부시장뒷길 48-2 
홍천점,강원 홍천군 홍천읍 홍천로5길 15 
화천점,강원 화천군 화천읍 중앙로 28 
화천사창리점,강원 화천군 사내면 사내로 46-1 
횡성점,강원 횡성군 횡성읍 삼일로 3-1 
대구두류점,대구 달서구 달구벌대로344길 9-9 (두류동) 1층
완주삼례점,전북 완주군 삼례읍 삼례역로 8-2 1층
양산물금점,경남 양산시 물금읍 물금로 75 (이지더원 그랜드파크) 1층
전주안골점,전북 전주시 덕진구 심방죽2길 31 (인후동1가) 
대구달성구지점,대구광역시 달성군 구지면 창리 1434 대구국가산단 디에트르더센트럴  122동 103호
전주에코시티점,"전북 전주시 덕진구 세병로 74 (송천동2가, 에코시티 휴먼빌아파트(2블럭)) 1층"
전주효천점,전북 전주시 완산구 효천중앙로 57 (효자동2가) 103호
대전신탄진점,대전 대덕구 대덕대로 1582 
