storename,address,위도,경도
신당역점,서울 중구 퇴계로86길 6 (신당동) ,37.5652743,127.0196128
부산거제점,부산 연제구 거제천로87번길 35 (거제동) ,35.1825884,129.0714468
부산초량점,부산 동구 고관로29번길 33 (초량동) 1층,35.1224976,129.0407718
대전문화점,"대전 중구 계백로1716번길 87 (문화동, 센트럴파크3단지아파트) 상가 102",36.3185632,127.4127597
대전만년점,대전 서구 만년남로 7 (만년동) ,36.3658623,127.3764706
대전중리점,대전 대덕구 홍도로 109 (중리동) ,36.3558564,127.4272683
대전태평점,대전 중구 평촌로 90 (유천동) ,36.3221376,127.3968954
대전갈마점,"대전 서구 갈마중로16번길 7 (갈마동, 한국도로공사 조합아파트) 아파트상가 106호",36.3473889,127.3719123
대전테크노밸리점,"대전 유성구 배울2로 78 (관평동, 대덕테크노밸리6단지아파트) 상가107호",36.4194153,127.3904519
대전관저점,대전 서구 관저로 80 (관저동) ,36.2986639,127.3308595
대전낭월점,대전 동구 산내로 1309 (낭월동) ,36.2803806,127.4678602
대전복수점,대전 서구 복수남로 31 (복수동) ,36.2979844,127.3779394
대전가장점,"대전 서구 가장로 106 (가장동, 삼성 래미안아파트) 나르매 A.P.T 달리상가 106호",36.3329316,127.3846874
대전신성점,대전 유성구 신성남로 31-1 (신성동) 102호,36.3865389,127.3486895
대전둔산3동점,대전 서구 문정로170번길 199 (둔산동) 1층,36.3506494,127.3971472
대전우송대점,대전 동구 동대전로 126-2 (대동) ,36.3334264,127.4456690
대전노은역점,대전 유성구 노은로 144 (지족동) ,36.3725488,127.3184970
대전관저원앙점,대전 서구 관저북로51번길 8-20 (관저동) 102호,36.3072559,127.3368261
대구감삼점,대구 달서구 장기로 176 (감삼동) ,35.8436865,128.5411710
대구대곡역점,대구 달성군 화원읍 비슬로543길 27 ,35.8110406,128.5110912
대구대곡역점,대구 달성군 화원읍 비슬로543길 27 ,35.8110406,128.5110912
대구불로점,대구 동구 팔공로 149 (불로동) 엠타워 1층,35.9120335,128.6407733
대구범어역점,대구 수성구 동대구로59길 14-8 (범어동) ,35.8580162,128.6241030
대구상인점,"대구 달서구 상인서로 85 (상인동, 상인동방현대아파트) ",35.8173401,128.5402903
대구사월역점,대구 수성구 달구벌대로 3294 (신매동) 시지퍼스트111호,35.8364159,128.7159112
대구용산점,대구 달서구 용산로 230 (용산동) ,35.8580488,128.5308452
대구월성점,대구 달서구 월성로 42 (월성동) ,35.8316166,128.5307610
대구침산점,대구 북구 침산남로 96 (침산동) 포브스 109호,35.8889423,128.5862324
대구테크노점,대구 달성군 유가읍 테크노상업로 82 해피타워 207호,35.6932598,128.4587296
광주경신여고사거리점,광주 북구 서암대로 43 (운암동) ,35.1727874,126.8896091
광주광천점,"광주 서구 화운로 278 (광천동, 광천 e편한세상) 133-103",35.1637734,126.8782836
광주금호점,광주 서구 풍금로151번길 17 (금호동) ,35.1313933,126.8578667
광주내방점,광주 서구 내방로306번길 12 (내방동) ,35.1565661,126.8737396
광주동림점,"광주 서구 하남대로710번길 3 (동천동) 104(동천동,상가동1층)",35.1709776,126.8703688
광주두암2동점,광주 북구 삼정로 111 (두암동) ,35.1714471,126.9367080
광주문흥점,광주 북구 문산로 42 (문흥동) ,35.1854327,126.9232881
광주백운점,광주 남구 백운로 70 (백운동) ,35.1393632,126.9061055
광주봉선시장점,"광주 남구 봉선중앙로 93 (봉선동, 라인광장아파트) ",35.1293353,126.9108452
광주봉선점,광주 남구 봉선중앙로 28 (봉선동) ,35.1236370,126.9127787
광주버들점,광주 서구 상무버들로 34 (유촌동) ,35.1646448,126.8597833
광주상무점,광주 서구 치평로 18 (치평동) ,35.1487176,126.8477154
광주선운점,광주 광산구 선운로 10-1 (선암동) ,35.1483890,126.7706878
광주송정점,광주 광산구 송정로 61 (송정동) ,35.1347548,126.7976976
광주수완점,광주 광산구 장신로 140 (수완동) ,35.1904017,126.8253142
광주수완중흥점,광주 광산구 수등로76번길 39-16 (신가동) ,35.1813320,126.8172153
광주신창점,광주 광산구 신창로 74 (신창동) ,35.1918095,126.8372969
광주양산점,광주 북구 양산로 40 (양산동) ,35.2103775,126.8786260
광주연제점,"광주 북구 양일로 55 (연제동, 현대아파트) ",35.1991430,126.8714880
광주염주점,광주 서구 염화로 71 (화정동) ,35.1409060,126.8735139
광주오치점,광주 북구 서하로 203 (오치동) ,35.1873641,126.9028241
광주우산점,광주 북구 면앙로 46 (문흥동) ,35.1790885,126.9171372
광주운남점,광주 광산구 목련로153번길 79 (운남동) ,35.1754049,126.8143777
광주운암점,광주 북구 북문대로 89 (운암동) 101-110,35.1780044,126.8768312
광주월계점,"광주 광산구 임방울대로 727-5 (월계동, 첨단과학산업기지 라인3차아파트) ",35.2182285,126.8364015
광주일곡점,광주 북구 일곡마을로 23 (일곡동) ,35.2057142,126.8986058
광주전대상대점,광주 북구 반룡로 25 (용봉동) ,35.1791946,126.9007976
광주전대정문점,광주 북구 자미로 64 (신안동) ,35.1715200,126.9047420
광주조선대점,광주 동구 장동로 54 (동명동) ,35.1470091,126.9272748
광주진월점,광주 남구 광복마을길 49 (진월동) ,35.1222233,126.8973005
광주첨단2지구점,광주 북구 첨단연신로107번길 16 (신용동) ,35.2077189,126.8625899
광주첨단점,광주 광산구 월계로 154 (월계동) ,35.2132950,126.8422869
광주풍암점,광주 서구 풍암중앙로 49 (풍암동) ,35.1254470,126.8796204
광주하남2지구점,광주 광산구 손재로110번길 36 (산정동) ,35.1759068,126.7990514
광주하남점,광주 광산구 사암로215번길 27 (우산동) ,35.1635391,126.8067639
광주효천2지구점,광주 남구 효우2로26번길 6 (행암동) ,35.1023130,126.8892625
광주장덕점,광주 광산구 장덕로 46-2 (장덕동) ,35.1946162,126.8145960
광주화정힐스테이트점,광주 서구 화정로244번길 29-2 (화정동) ,35.1448394,126.8855270
울산남목3동점,울산 동구 동해안로 19 (서부동) ,35.5412549,129.4256565
울산달천점,"울산 북구 달천로 50 (달천동, 달천아이파크1차) ",35.6358254,129.3306561
울산매곡점,울산 북구 매산로 29 (매곡동) ,35.6428414,129.3581095
울산무거점,울산 남구 신복로21번길 18 (무거동) ,35.5469422,129.2587568
울산반구홈플러스점,울산 중구 번영로 478 (반구동) ,35.5638191,129.3360338
울산삼산점,울산 남구 삼산중로 114 (삼산동) ,35.5435506,129.3358915
울산언양점,울산 울주군 언양읍 헌양길 42 ,35.5651248,129.1251641
울산옥동점,울산 남구 거마로 7-1 (옥동) ,35.5351641,129.2953472
울산유곡점,울산 중구 종가4길 9 (유곡동) ,35.5603485,129.2955875
울산전하점,"울산 동구 봉수로 250 (전하동, 울산전하푸르지오) ",35.5089978,129.4232437
울산태화점,울산 중구 태화로 183 (태화동) ,35.5523112,129.2960450
울산호계점,울산 북구 동대5길 47 (호계동) ,35.6307493,129.3518049
울산남외점,울산 중구 남외3길 7 (남외동) ,35.5649563,129.3507863
울산화봉점,"울산 북구 화동로 11 (화봉동, 화봉 쌍용예가) ",35.5923924,129.3678077
부산구포3동점,"부산 북구 시랑로 94 (구포동, 한창데파트) ",35.1973760,129.0065130
부산가야점,부산 부산진구 엄광로 264 (가야동) ,35.1537860,129.0389529
부산광안점,부산 수영구 광일로 23 (광안동) ,35.1621769,129.1115442
부산남천역점,부산 수영구 수영로 396 (남천동) ,35.1415572,129.1076478
부산남항점,부산 영도구 남항로 38 (남항동2가) ,35.0886521,129.0404604
부산당리점,부산 사하구 제석로65번길 2 (당리동) ,35.1065105,128.9750320
부산대연점,부산 남구 진남로 17-26 (대연동) ,35.1368145,129.0905253
부산동대신점,부산 서구 구덕로 327 (서대신동3가) ,35.1130262,129.0160891
부산동서대점,부산 사상구 가야대로366번길 54 (주례동) ,35.1486795,129.0127266
부산동서대점,부산 사상구 가야대로366번길 54 (주례동) ,35.1486795,129.0127266
부산동아대점,부산 사하구 낙동대로 524 (하단동) ,35.1109368,128.9656568
부산두실점,부산 금정구 중앙대로1945번길 30 (구서동) ,35.2580696,129.0896204
부산마린시티점,"부산 해운대구 마린시티3로 1 (우동, 선프라자) ",35.1580154,129.1475625
부산망미주공점,부산 연제구 과정로 103 (연산동) ,35.1806650,129.1069377
부산반송점,"부산 해운대구 신반송로 194 (반송동, 광하아파트) ",35.2302546,129.1604770
부산반여1동점,부산 해운대구 선수촌로 83 (반여동) ,35.2011454,129.1190945
부산부경대점,부산 남구 수영로266번길 61 (대연동) ,35.1342073,129.0984143
부산부곡3동점,"부산 금정구 수림로 12 (부곡동, 에스케이아파트) ",35.2401757,129.0910595
부산사직점,부산 동래구 사직로70번길 76 (사직동) ,35.1986198,129.0573652
부산서동점,부산 금정구 서부로 12 (서동) ,35.2153825,129.1043338
부산신만덕점,부산 북구 만덕3로 60 (만덕동) ,35.2108255,129.0293385
부산안락점,부산 동래구 안락로 131-1 (안락동) ,35.1991187,129.1114546
부산명륜점,부산 동래구 시실로 23 (명륜동) ,35.2168499,129.0866316
부산여대점,부산 부산진구 진남로 497-1 (양정동) ,35.1686551,129.0704766
부산용호점,부산 남구 동명로145번길 1 (용호동) ,35.1196023,129.1126891
부산배산역점,부산 수영구 연수로263번길 3 (망미동) ,35.1733022,129.0995309
부산장전1동점,"부산 금정구 수림로61번길 44 (장전동, 수림타워) ",35.2380019,129.0853518
부산재송점,"부산 해운대구 재반로 182 (재송동, 비둘기맨션) ",35.1934803,129.1305478
부산정관용수점,부산 기장군 정관읍 정관로 499 ,35.3256952,129.1708156
부산좌4동점,부산 해운대구 좌동순환로 175 (좌동) ,35.1781111,129.1755281
부산학장점,"부산 사상구 대동로 98 (학장동, 학장반도보라타운) ",35.1374118,128.9793928
부산화명점,부산 북구 금곡대로303번길 62 (화명동) ,35.2360454,129.0103607
부산기장점,부산 기장군 기장읍 차성동로 111 ,35.2478272,129.2166021
부산일광신도시점,부산 기장군 일광면 해빛2로 21 (e편한세상 일광) ,35.2685066,129.2253552
당진신평점,충남 당진시 신평면 거산3거리길 11 ,36.8792906,126.7531803
당진원당점,"충남 당진시 밤절로 104 (원당동, 그린빌아파트) ",36.9010476,126.6435060
당진읍내점,충남 당진시 당진중앙1로 174 (읍내동) ,36.8965132,126.6329730
서산대산점,충남 서산시 대산읍 구진로 7 ,36.9362890,126.4355695
서산석림점,충남 서산시 동서1로 35 (석림동) ,36.7707606,126.4650512
서산중앙점,충남 서산시 중앙로 35-1 (동문동) ,36.7814097,126.4553151
서산해미점,충남 서산시 해미면 남문5로 3 ,36.7131028,126.5445889
서산성연점,충남 서산시 성연면 성연3로 57-30 (고운라피네 서산테크노밸리) ,36.8236661,126.4466861
서산지곡점,충남 서산시 지곡면 무장길 453-4 ,36.8446292,126.4451137
아산둔포점,충남 아산시 둔포면 둔포중앙로109번길 4 ,36.9305477,127.0389479
아산모산점,충남 아산시 배방읍 배방로 53 ,36.7721102,127.0552284
아산모종점,충남 아산시 문화로 351 (모종동) ,36.7818316,127.0184918
아산용화점,충남 아산시 온중로 57 (용화동) ,36.7757183,126.9973846
아산신창점,충남 아산시 신창면 행목로 218 ,36.7830595,126.9544199
아산신도시점,충남 아산시 배방읍 용연로 95 ,36.7885324,127.0912297
아산온양온천역점,충남 아산시 온천대로 1497 (온천동) ,36.7814865,127.0044419
아산탕정점,충남 아산시 탕정면 탕정면로 37 (탕정삼성트라팰리스아파트) ,36.8008436,127.0616723
아산음봉포스코점,충남 아산시 음봉면 음봉로 515-37 (더샵 레이크시티3차 아파트) ,36.8437315,127.0660670
아산테크노밸리점,충남 아산시 둔포면 아산밸리중앙로 58-5 (아산테크노밸리이지더원2단지아파트) ,36.9229653,127.0559012
천안두정점,충남 천안시 서북구 서부대로 766 (두정동) ,36.8356224,127.1339331
천안신계리점,충남 천안시 동남구 목천읍 목천안터2길 10 ,36.7756581,127.2115140
천안백석점,충남 천안시 서북구 백석3로 134 (백석동) ,36.8221802,127.1250258
천안봉명점,충남 천안시 서북구 봉명로 24 (쌍용동) ,36.8074424,127.1310698
천안불당점,충남 천안시 서북구 불당17길 27 (불당동) ,36.8097350,127.1108630
천안새샘초교점,충남 천안시 동남구 통정9로 76 (신방동) ,36.7702747,127.1327459
천안성거점,충남 천안시 서북구 성거읍 성거길 90 ,36.8732775,127.2014953
천안성정점,충남 천안시 서북구 쌍용대로 296 (성정동) ,36.8237205,127.1371652
천안성환점,충남 천안시 서북구 성환읍 성환2로 105 ,36.9166997,127.1323903
천안신부점,충남 천안시 동남구 터미널9길 34 (신부동) ,36.8228059,127.1561460
천안쌍용점,충남 천안시 서북구 월봉로 132 (쌍용동) ,36.8023638,127.1190893
천안안서점,충남 천안시 동남구 각원사길 42 (안서동) ,36.8305709,127.1766883
천안원성점,충남 천안시 동남구 충절로 177 (원성동) ,36.8029994,127.1592399
천안직산점,충남 천안시 서북구 직산읍 삼은3길 25 ,36.8787254,127.1520650
천안청수점,충남 천안시 동남구 청수로 140 (구성동) ,36.7942545,127.1593830
천안신방점,충남 천안시 동남구 서부대로 257-3 (신방동) ,36.7910986,127.1285676
천안삼성점,충남 천안시 동남구 목천읍 삼성5길 3 ,36.7619201,127.1735885
홍성상설시장점,충남 홍성군 홍성읍 아문길29번길 66-16 ,36.6005966,126.6644575
홍성광천점,충남 홍성군 광천읍 홍남로 684-17 ,36.5026316,126.6259575
충남안면도점,충남 태안군 안면읍 장터로 107 ,36.5167676,126.3454568
충남태안점,충남 태안군 태안읍 중앙로 110-1 ,36.7520637,126.3004344
충남예산점,충남 예산군 예산읍 아리랑로 16-1 ,36.6860448,126.8313397
충남예산삽교점,충남 예산군 삽교읍 삽교로 87-1 ,36.6862273,126.7384680
당진합덕점,충남 당진시 합덕읍 중동길 48-2 ,36.8086279,126.7732547
공주신관점,충남 공주시 공주대학로 93 (신관동) ,36.4733428,127.1374570
공주중동점,충남 공주시 웅진로 146 (중동) ,36.4533034,127.1244674
공주유구점,충남 공주시 유구읍 중앙1길 62 ,36.5501665,126.9511076
충남논산점,충남 논산시 중앙로 401 (취암동) ,36.1999399,127.0887855
충남논산연무점,충남 논산시 연무읍 안심로 127 ,36.1324956,127.0993563
충남대천점,충남 보령시 중앙로 81 (대천동) ,36.3505951,126.5953801
충남금산점,충남 금산군 금산읍 인삼로 67 (엔이시티) ,36.1033507,127.4890931
충남계룡점,충남 계룡시 서금암로 7 (금암동) ,36.2732228,127.2518876
충남계룡신도안점,충남 계룡시 신도안면 신도안1길 43 ,36.2961797,127.2456617
충남서천점,충남 서천군 서천읍 군청로 21 ,36.0769289,126.6906059
충남청양점,충남 청양군 청양읍 중앙로 130 ,36.4512774,126.8032462
충남부여점,충남 부여군 부여읍 석탑로 68 ,36.2821204,126.9129279
조치원신흥점,세종특별자치시 조치원읍 대첩로 19-1 ,36.5953792,127.2939620
청주봉명점,충북 청주시 흥덕구 백봉로 227 (봉명동) ,36.6495112,127.4608633
청주운천점,충북 청주시 흥덕구 사운로 248 (운천동) ,36.6502583,127.4746146
청주수곡점,충북 청주시 서원구 구룡산로 264 (수곡동) ,36.6172042,127.4741470
청주용암중흥점,충북 청주시 상당구 중흥로 189 (용암동) ,36.6196454,127.5136579
청주사직점,충북 청주시 서원구 창직로35번길 6 (사창동) ,36.6309368,127.4658573
청주용암점,"충북 청주시 상당구 용암로 3 (용암동, 덕성그린타운) ",36.6091007,127.5094743
청주복대점,충북 청주시 흥덕구 증안로 24 (복대동) ,36.6363377,127.4260560
청주가경점,충북 청주시 흥덕구 서경로28번길 13 (가경동) ,36.6174203,127.4432826
청주사천점,충북 청주시 청원구 율봉로 51 (사천동) ,36.6644342,127.4756702
청주산남점,충북 청주시 서원구 두꺼비로 82 (산남동) ,36.6117828,127.4645566
청주금천점,충북 청주시 상당구 수영로 315 (용담동) ,36.6323654,127.5074307
청주분평점,충북 청주시 서원구 월평로 28 (분평동) ,36.6108092,127.4880575
청주주성점,충북 청주시 청원구 율량로 160 (율량동) ,36.6683112,127.4990707
충북보은점,충북 보은군 보은읍 삼산로 4 ,36.4852137,127.7212478
청주오창점,충북 청주시 청원구 오창읍 오창중앙로 29 ,36.7081870,127.4260631
충북광혜원점,충북 진천군 광혜원면 장기길 106 ,36.9903173,127.4456955
충북금왕점,충북 음성군 금왕읍 무극로 255 ,36.9923016,127.5900779
충북옥천점,충북 옥천군 옥천읍 중앙로6길 5 ,36.3016833,127.5686637
충북음성점,충북 음성군 음성읍 수정로 34 ,36.9341278,127.6900309
충북혁신도시점,충북 음성군 맹동면 원중로 1430 ,36.9093412,127.5414139
충북대소점,충북 음성군 대소면 오태로 142 ,36.9659592,127.4906303
충북괴산점,충북 괴산군 괴산읍 읍내로2길 54-1 ,36.8091069,127.7929763
충북영동점,충북 영동군 영동읍 영동천2길 1 ,36.1737826,127.7754632
청주옥산점,충북 청주시 흥덕구 옥산면 청주역로 651 ,36.6652209,127.3742463
충북증평점,충북 증평군 증평읍 중앙로 230 ,36.7855525,127.5834728
충북진천점,충북 진천군 진천읍 중앙동로 85-1 ,36.8574749,127.4446610
충주연수점,충북 충주시 번영대로 138 (연수동) ,36.9868891,127.9327938
충주용산점,충북 충주시 형설로 75-1 (용산동) ,36.9606688,127.9397554
충주호암점,충북 충주시 호암수청1로 51 (호암동) ,36.9572317,127.9253870
제천청전사거리점,충북 제천시 청전대로 177 (청전동) ,37.1520593,128.2169913
제천신백점,충북 제천시 관전로 43 (신백동) ,37.1292383,128.2281618
경남거창점,경남 거창군 거창읍 중앙로 154 ,35.6874704,127.9151142
경남산청점,경남 산청군 산청읍 웅석봉로154번길 31 ,35.4046843,127.8751884
통영봉평점,경남 통영시 도남로 88-1 (봉평동) ,34.8311848,128.4140388
양산평산점,경남 양산시 평산로 30 (평산동) ,35.3818265,129.1517352
양산웅상점,경남 양산시 삼호로 81 (삼호동) ,35.4076006,129.1729199
양산남부점,경남 양산시 양주로 38 (남부동) ,35.3314453,129.0274715
양산북정점,경남 양산시 북정로 63 (북정동) ,35.3591088,129.0472346
진주호탄점,경남 진주시 가호로 33 (호탄동) ,35.1637099,128.1099131
진주초전점,경남 진주시 초장로14번길 4-18 (초전동) ,35.2036038,128.1155365
진주퀸즈웰가점,"경남 진주시 새평거로 25 (평거동, 더 퀸즈웰가) ",35.1666876,128.0519226
진주금산점,경남 진주시 금산면 중천로 79 ,35.2179297,128.1460828
진주혁신점,경남 진주시 사들로 79 (충무공동) ,35.1749401,128.1489290
경남하동점,경남 하동군 하동읍 중앙로 53 ,35.0708406,127.7467654
경남함양점,경남 함양군 함양읍 함양로 1134 ,35.5198517,127.7276616
경남사천읍점,경남 사천시 사천읍 읍내1길 68 ,35.0829394,128.0869899
진해석동점,경남 창원시 진해구 석동로 71 (석동) ,35.1564013,128.7060204
김해구산점,경남 김해시 가락로 291 (구산동) ,35.2509019,128.8721956
경남합천읍점,경남 합천군 합천읍 동서로 76 ,35.5670859,128.1606474
김해내외점,경남 김해시 함박로101번길 6 (외동) ,35.2326291,128.8655242
김해부원점,경남 김해시 김해대로2355번길 29 (부원동) ,35.2290748,128.8833152
김해삼계점,경남 김해시 해반천로168번길 19 (삼계동) ,35.2633863,128.8694016
김해삼방점,경남 김해시 삼안로 255 (삼방동) ,35.2507842,128.9096897
김해진영읍점,경남 김해시 진영읍 진영로 205 ,35.3028439,128.7353650
김해율하점,경남 김해시 율하2로97번길 18 (율하동) ,35.1718898,128.8134667
마산서중점,경남 창원시 마산합포구 월영남로 2-1 (해운동) ,35.1783932,128.5581647
